machine_id,timestamp,temperature,vibration,pressure
PUMP_B,2026-02-24 16:41:32,71.1,1.494,4.61
MOTOR_C,2026-02-24 16:41:32,71.0,2.264,4.33
COMPRESSOR_D,2026-02-24 16:41:32,66.39,1.545,3.72
PUMP_A,2026-02-24 16:41:34,83.41,4.443,2.92
PUMP_B,2026-02-24 16:41:34,68.82,1.587,3.69
MOTOR_C,2026-02-24 16:41:34,72.95,2.131,4.51
COMPRESSOR_D,2026-02-24 16:41:34,62.14,1.453,3.85
PUMP_A,2026-02-24 16:41:36,86.93,3.774,2.67
PUMP_B,2026-02-24 16:41:36,62.9,1.146,4.11
MOTOR_C,2026-02-24 16:41:36,63.09,2.197,3.91
COMPRESSOR_D,2026-02-24 16:41:36,64.97,1.12,4.29
PUMP_A,2026-02-24 16:41:38,92.5,3.533,2.82
PUMP_B,2026-02-24 16:41:38,72.59,2.167,3.81
MOTOR_C,2026-02-24 16:41:38,71.79,2.363,4.62
COMPRESSOR_D,2026-02-24 16:41:38,65.57,1.003,3.75
PUMP_A,2026-02-24 16:41:40,82.1,3.399,2.2
PUMP_B,2026-02-24 16:41:40,67.43,1.746,3.99
MOTOR_C,2026-02-24 16:41:40,70.46,1.274,4.18
COMPRESSOR_D,2026-02-24 16:41:40,73.32,1.426,4.63
PUMP_A,2026-02-24 16:41:42,86.74,4.182,2.07
PUMP_B,2026-02-24 16:41:42,62.8,1.934,4.45
MOTOR_C,2026-02-24 16:41:42,72.38,1.822,3.68
COMPRESSOR_D,2026-02-24 16:41:42,64.7,2.063,4.0
PUMP_A,2026-02-24 16:41:44,89.02,4.571,2.34
PUMP_B,2026-02-24 16:41:44,67.59,2.154,4.26
MOTOR_C,2026-02-24 16:41:44,64.05,2.094,4.72
COMPRESSOR_D,2026-02-24 16:41:44,73.74,1.23,4.08
PUMP_A,2026-02-24 16:41:46,86.13,3.357,2.11
PUMP_B,2026-02-24 16:41:46,70.65,1.041,4.15
MOTOR_C,2026-02-24 16:41:46,70.96,1.295,4.58
COMPRESSOR_D,2026-02-24 16:41:46,66.82,1.797,3.85
PUMP_A,2026-02-24 16:41:48,90.37,4.616,2.46
PUMP_B,2026-02-24 16:41:48,67.61,1.459,4.41
MOTOR_C,2026-02-24 16:41:48,70.79,2.377,4.42
COMPRESSOR_D,2026-02-24 16:41:48,69.16,1.52,4.78
PUMP_A,2026-02-24 16:41:50,92.94,3.313,2.13
PUMP_B,2026-02-24 16:41:50,63.11,1.619,4.66
MOTOR_C,2026-02-24 16:41:50,64.51,2.044,4.01
COMPRESSOR_D,2026-02-24 16:41:50,67.32,1.295,4.29
PUMP_A,2026-02-24 16:41:52,89.76,3.486,2.64
PUMP_B,2026-02-24 16:41:52,63.33,2.248,3.98
MOTOR_C,2026-02-24 16:41:52,69.27,1.809,4.15
COMPRESSOR_D,2026-02-24 16:41:52,70.5,1.249,4.73
PUMP_A,2026-02-24 16:41:54,88.66,3.977,2.46
PUMP_B,2026-02-24 16:41:54,73.46,2.139,4.62
MOTOR_C,2026-02-24 16:41:54,62.15,1.964,3.92
COMPRESSOR_D,2026-02-24 16:41:54,73.58,1.006,4.64
PUMP_A,2026-02-24 16:41:56,93.96,3.664,2.14
PUMP_B,2026-02-24 16:41:56,64.17,2.255,4.3
MOTOR_C,2026-02-24 16:41:56,72.48,1.667,4.07
COMPRESSOR_D,2026-02-24 16:41:56,67.6,2.167,3.9
PUMP_A,2026-02-24 16:41:58,88.04,4.241,2.86
PUMP_B,2026-02-24 16:41:58,70.2,1.377,4.14
MOTOR_C,2026-02-24 16:41:58,64.72,1.383,3.88
COMPRESSOR_D,2026-02-24 16:41:58,65.26,1.625,3.71
PUMP_A,2026-02-24 16:42:00,90.56,4.329,2.94
PUMP_B,2026-02-24 16:42:00,66.69,2.005,4.27
MOTOR_C,2026-02-24 16:42:00,66.71,1.182,3.83
COMPRESSOR_D,2026-02-24 16:42:00,62.2,2.093,4.67
PUMP_A,2026-02-24 16:42:02,91.51,4.706,2.82
PUMP_B,2026-02-24 16:42:02,63.17,1.392,4.78
MOTOR_C,2026-02-24 16:42:02,72.75,1.507,3.8
COMPRESSOR_D,2026-02-24 16:42:02,69.69,1.014,3.69
PUMP_A,2026-02-24 16:42:04,92.17,4.31,2.62
PUMP_B,2026-02-24 16:42:04,66.96,1.132,4.46
MOTOR_C,2026-02-24 16:42:04,71.28,1.294,3.62
COMPRESSOR_D,2026-02-24 16:42:04,63.31,2.118,4.37
PUMP_A,2026-02-24 16:42:06,90.74,3.609,2.99
PUMP_B,2026-02-24 16:42:06,64.54,1.336,4.18
MOTOR_C,2026-02-24 16:42:06,67.7,1.86,4.37
COMPRESSOR_D,2026-02-24 16:42:06,73.49,1.45,4.6
PUMP_A,2026-02-24 16:42:08,85.23,4.079,2.26
PUMP_B,2026-02-24 16:42:08,62.82,1.441,4.15
MOTOR_C,2026-02-24 16:42:08,64.59,2.074,3.67
COMPRESSOR_D,2026-02-24 16:42:08,62.72,1.664,3.97
PUMP_A,2026-02-24 16:42:10,89.63,4.285,2.54
PUMP_B,2026-02-24 16:42:10,65.86,1.377,4.23
MOTOR_C,2026-02-24 16:42:10,74.0,1.412,3.72
COMPRESSOR_D,2026-02-24 16:42:10,64.66,2.143,3.63
PUMP_A,2026-02-24 16:42:12,92.57,3.693,2.17
PUMP_B,2026-02-24 16:42:12,62.42,1.328,3.64
MOTOR_C,2026-02-24 16:42:12,67.11,2.38,3.68
COMPRESSOR_D,2026-02-24 16:42:12,67.31,1.417,4.34
PUMP_A,2026-02-24 16:42:14,91.52,4.342,2.46
PUMP_B,2026-02-24 16:42:14,62.46,1.918,4.8
MOTOR_C,2026-02-24 16:42:14,68.58,2.092,4.62
COMPRESSOR_D,2026-02-24 16:42:14,67.89,1.097,4.13
PUMP_A,2026-02-24 16:42:16,90.07,3.292,2.99
PUMP_B,2026-02-24 16:42:16,66.5,2.28,4.43
MOTOR_C,2026-02-24 16:42:16,65.57,1.793,3.79
COMPRESSOR_D,2026-02-24 16:42:16,72.25,1.625,4.46
PUMP_A,2026-02-24 16:42:18,89.12,4.549,2.42
PUMP_B,2026-02-24 16:42:18,66.18,2.047,4.27
MOTOR_C,2026-02-24 16:42:18,64.77,1.67,4.01
COMPRESSOR_D,2026-02-24 16:42:18,65.64,1.657,4.8
PUMP_A,2026-02-24 16:42:20,82.72,3.301,2.21
PUMP_B,2026-02-24 16:42:20,70.62,1.521,4.07
MOTOR_C,2026-02-24 16:42:20,66.24,1.829,4.46
COMPRESSOR_D,2026-02-24 16:42:20,69.94,1.217,4.03
PUMP_A,2026-02-24 16:42:22,88.29,4.654,2.84
PUMP_B,2026-02-24 16:42:22,73.79,1.419,4.32
MOTOR_C,2026-02-24 16:42:22,73.19,1.396,4.42
COMPRESSOR_D,2026-02-24 16:42:22,72.96,2.319,4.44
PUMP_A,2026-02-24 16:42:24,94.96,3.539,2.79
PUMP_B,2026-02-24 16:42:24,69.66,2.142,4.11
MOTOR_C,2026-02-24 16:42:24,68.03,1.554,3.66
COMPRESSOR_D,2026-02-24 16:42:24,70.16,1.061,4.53
PUMP_A,2026-02-24 16:42:26,93.59,4.442,2.81
PUMP_B,2026-02-24 16:42:26,63.82,1.299,3.91
MOTOR_C,2026-02-24 16:42:26,68.26,1.025,3.85
COMPRESSOR_D,2026-02-24 16:42:26,68.49,1.365,4.09
PUMP_A,2026-02-24 16:42:28,94.23,4.635,2.92
PUMP_B,2026-02-24 16:42:28,67.75,2.397,4.71
MOTOR_C,2026-02-24 16:42:28,66.49,2.337,3.76
COMPRESSOR_D,2026-02-24 16:42:28,65.28,1.845,4.22
PUMP_A,2026-02-24 16:42:30,91.33,4.121,2.6
PUMP_B,2026-02-24 16:42:30,62.37,1.623,3.69
MOTOR_C,2026-02-24 16:42:30,71.98,1.83,4.34
COMPRESSOR_D,2026-02-24 16:42:30,65.13,1.779,4.78
PUMP_A,2026-02-24 16:42:32,93.45,3.815,2.97
PUMP_B,2026-02-24 16:42:32,65.68,2.214,4.72
MOTOR_C,2026-02-24 16:42:32,67.62,1.679,4.05
COMPRESSOR_D,2026-02-24 16:42:32,68.94,2.039,4.79
PUMP_A,2026-02-24 16:42:34,82.46,4.676,2.56
PUMP_B,2026-02-24 16:42:34,70.11,1.806,4.29
MOTOR_C,2026-02-24 16:42:34,65.22,1.667,4.55
COMPRESSOR_D,2026-02-24 16:42:34,73.44,1.563,4.58
PUMP_A,2026-02-24 16:42:36,94.1,4.135,2.49
PUMP_B,2026-02-24 16:42:36,66.21,1.25,4.1
MOTOR_C,2026-02-24 16:42:36,69.12,1.96,4.52
COMPRESSOR_D,2026-02-24 16:42:36,65.06,2.275,4.07
PUMP_A,2026-02-24 16:42:38,82.91,4.553,2.69
PUMP_B,2026-02-24 16:42:38,69.9,1.409,4.68
MOTOR_C,2026-02-24 16:42:38,63.29,1.826,4.56
COMPRESSOR_D,2026-02-24 16:42:38,67.37,1.743,3.72
PUMP_A,2026-02-24 16:42:40,93.21,3.979,2.95
PUMP_B,2026-02-24 16:42:40,62.09,1.28,4.2
MOTOR_C,2026-02-24 16:42:40,65.9,1.709,4.69
COMPRESSOR_D,2026-02-24 16:42:40,69.91,1.97,4.46
PUMP_A,2026-02-24 16:42:42,92.08,3.977,2.72
PUMP_B,2026-02-24 16:42:42,62.69,1.716,3.99
MOTOR_C,2026-02-24 16:42:42,70.49,1.628,4.08
COMPRESSOR_D,2026-02-24 16:42:42,67.55,2.147,4.63
PUMP_A,2026-02-24 16:42:44,92.22,3.708,2.2
PUMP_B,2026-02-24 16:42:44,71.55,2.079,4.32
MOTOR_C,2026-02-24 16:42:44,72.94,1.747,4.74
COMPRESSOR_D,2026-02-24 16:42:44,71.22,1.286,3.64
PUMP_A,2026-02-24 16:42:46,87.62,3.214,2.84
PUMP_B,2026-02-24 16:42:46,69.0,1.618,3.66
MOTOR_C,2026-02-24 16:42:46,62.08,1.679,4.06
COMPRESSOR_D,2026-02-24 16:42:46,62.31,2.015,3.88
PUMP_A,2026-02-24 16:42:48,91.93,3.631,2.25
PUMP_B,2026-02-24 16:42:48,64.96,1.579,4.05
MOTOR_C,2026-02-24 16:42:48,70.31,1.912,4.23
COMPRESSOR_D,2026-02-24 16:42:48,69.27,1.691,4.0
PUMP_A,2026-02-24 16:42:50,82.37,3.722,2.12
PUMP_B,2026-02-24 16:42:50,65.62,1.647,4.67
MOTOR_C,2026-02-24 16:42:50,68.43,2.115,4.26
COMPRESSOR_D,2026-02-24 16:42:50,70.95,2.398,4.38
PUMP_A,2026-02-24 16:42:52,93.83,3.401,2.11
PUMP_B,2026-02-24 16:42:52,63.3,1.749,4.71
MOTOR_C,2026-02-24 16:42:52,70.39,1.633,3.85
COMPRESSOR_D,2026-02-24 16:42:52,66.47,1.834,4.29
PUMP_A,2026-02-24 16:42:54,91.13,3.514,2.66
PUMP_B,2026-02-24 16:42:54,73.58,1.117,3.78
MOTOR_C,2026-02-24 16:42:54,71.54,2.105,3.63
COMPRESSOR_D,2026-02-24 16:42:54,71.43,1.164,4.14
PUMP_A,2026-02-24 16:42:56,86.79,3.393,2.86
PUMP_B,2026-02-24 16:42:56,72.06,1.857,4.38
MOTOR_C,2026-02-24 16:42:56,63.76,2.223,4.15
COMPRESSOR_D,2026-02-24 16:42:56,66.58,1.947,4.79
PUMP_A,2026-02-24 16:42:58,82.86,4.037,2.66
PUMP_B,2026-02-24 16:42:58,63.93,2.107,4.14
MOTOR_C,2026-02-24 16:42:58,66.97,2.356,4.62
COMPRESSOR_D,2026-02-24 16:42:58,63.63,1.211,4.69
PUMP_A,2026-02-24 16:43:00,83.11,3.521,2.05
PUMP_B,2026-02-24 16:43:00,70.62,1.204,4.25
MOTOR_C,2026-02-24 16:43:00,72.78,1.858,3.77
COMPRESSOR_D,2026-02-24 16:43:00,72.48,2.021,4.56
PUMP_A,2026-02-24 16:43:02,87.94,4.289,2.17
PUMP_B,2026-02-24 16:43:02,66.09,1.323,4.78
MOTOR_C,2026-02-24 16:43:02,72.67,1.379,3.97
COMPRESSOR_D,2026-02-24 16:43:02,67.34,1.071,4.65
PUMP_A,2026-02-24 16:43:04,91.54,3.483,2.08
PUMP_B,2026-02-24 16:43:04,63.64,2.05,4.24
MOTOR_C,2026-02-24 16:43:04,66.56,2.346,3.65
COMPRESSOR_D,2026-02-24 16:43:04,68.04,2.299,3.65
PUMP_A,2026-02-24 16:43:06,84.09,4.031,2.2
PUMP_B,2026-02-24 16:43:06,73.25,1.412,4.41
MOTOR_C,2026-02-24 16:43:06,70.07,2.211,3.79
COMPRESSOR_D,2026-02-24 16:43:06,67.11,2.114,4.68
PUMP_A,2026-02-24 16:43:08,85.39,3.457,2.4
PUMP_B,2026-02-24 16:43:08,72.61,1.842,3.83
MOTOR_C,2026-02-24 16:43:08,68.4,1.059,4.25
COMPRESSOR_D,2026-02-24 16:43:08,67.74,1.008,4.48
PUMP_A,2026-02-24 16:43:10,84.02,3.952,2.89
PUMP_B,2026-02-24 16:43:10,72.28,1.18,4.56
MOTOR_C,2026-02-24 16:43:10,67.04,1.406,3.81
COMPRESSOR_D,2026-02-24 16:43:10,65.46,2.012,3.84
PUMP_A,2026-02-24 16:43:12,84.27,4.117,2.95
PUMP_B,2026-02-24 16:43:12,64.01,1.368,4.09
MOTOR_C,2026-02-24 16:43:12,64.25,2.285,4.01
COMPRESSOR_D,2026-02-24 16:43:12,62.46,1.422,4.24
PUMP_A,2026-02-24 16:43:14,88.54,3.322,2.03
PUMP_B,2026-02-24 16:43:14,64.31,1.606,4.43
MOTOR_C,2026-02-24 16:43:14,65.33,1.77,4.01
COMPRESSOR_D,2026-02-24 16:43:14,65.59,1.694,4.63
PUMP_A,2026-02-24 16:43:16,84.73,4.65,2.37
PUMP_B,2026-02-24 16:43:16,68.59,1.196,3.63
MOTOR_C,2026-02-24 16:43:16,69.86,1.903,4.62
COMPRESSOR_D,2026-02-24 16:43:16,68.1,1.296,4.68
PUMP_A,2026-02-24 16:43:18,94.95,3.409,2.33
PUMP_B,2026-02-24 16:43:18,66.21,1.927,4.35
MOTOR_C,2026-02-24 16:43:18,62.33,1.373,4.65
COMPRESSOR_D,2026-02-24 16:43:18,71.6,2.275,3.76
PUMP_A,2026-02-24 16:43:20,87.71,4.301,2.55
PUMP_B,2026-02-24 16:43:20,72.98,2.272,4.5
MOTOR_C,2026-02-24 16:43:20,73.26,1.235,4.62
COMPRESSOR_D,2026-02-24 16:43:20,69.46,1.773,3.99
PUMP_A,2026-02-24 16:43:22,90.07,4.509,2.16
PUMP_B,2026-02-24 16:43:22,73.89,2.336,4.39
MOTOR_C,2026-02-24 16:43:22,70.8,1.186,3.64
COMPRESSOR_D,2026-02-24 16:43:22,64.26,2.309,3.83
PUMP_A,2026-02-24 16:43:24,82.02,4.656,2.05
PUMP_B,2026-02-24 16:43:24,66.98,1.561,4.15
MOTOR_C,2026-02-24 16:43:24,67.88,2.074,4.28
COMPRESSOR_D,2026-02-24 16:43:24,67.78,2.059,4.38
PUMP_A,2026-02-24 16:43:26,91.92,4.544,2.62
PUMP_B,2026-02-24 16:43:26,62.3,1.598,3.72
MOTOR_C,2026-02-24 16:43:26,65.71,1.412,3.62
COMPRESSOR_D,2026-02-24 16:43:26,69.65,1.629,4.72
PUMP_A,2026-02-24 16:43:28,94.17,4.65,2.97
PUMP_B,2026-02-24 16:43:28,67.57,2.127,4.16
MOTOR_C,2026-02-24 16:43:28,65.99,1.696,4.11
COMPRESSOR_D,2026-02-24 16:43:28,68.94,1.211,4.05
PUMP_A,2026-02-24 16:43:30,84.72,4.117,2.07
PUMP_B,2026-02-24 16:43:30,66.42,2.227,3.9
MOTOR_C,2026-02-24 16:43:30,66.56,1.207,4.35
COMPRESSOR_D,2026-02-24 16:43:30,71.62,1.958,3.98
PUMP_A,2026-02-24 16:43:32,93.09,3.455,2.04
PUMP_B,2026-02-24 16:43:32,71.03,2.134,3.78
MOTOR_C,2026-02-24 16:43:32,65.6,1.277,4.55
COMPRESSOR_D,2026-02-24 16:43:32,67.02,1.062,3.66
PUMP_A,2026-02-24 16:43:34,83.35,4.151,2.81
PUMP_B,2026-02-24 16:43:34,69.77,1.544,4.7
MOTOR_C,2026-02-24 16:43:34,72.79,1.619,4.46
COMPRESSOR_D,2026-02-24 16:43:34,64.18,2.301,4.22
PUMP_A,2026-02-24 16:43:36,89.77,3.716,2.34
PUMP_B,2026-02-24 16:43:36,69.37,1.857,4.41
MOTOR_C,2026-02-24 16:43:36,63.76,2.177,4.41
COMPRESSOR_D,2026-02-24 16:43:36,67.97,2.305,4.62
PUMP_A,2026-02-24 16:43:38,90.9,3.305,2.82
PUMP_B,2026-02-24 16:43:38,65.07,2.197,4.06
MOTOR_C,2026-02-24 16:43:38,72.67,1.481,3.91
COMPRESSOR_D,2026-02-24 16:43:38,70.98,2.35,4.11
PUMP_A,2026-02-24 16:43:40,82.68,4.179,2.85
PUMP_B,2026-02-24 16:43:40,67.81,1.713,4.22
MOTOR_C,2026-02-24 16:43:40,69.83,1.812,4.08
COMPRESSOR_D,2026-02-24 16:43:40,65.53,1.228,4.32
PUMP_A,2026-02-24 16:43:42,86.38,3.224,2.24
PUMP_B,2026-02-24 16:43:42,64.88,2.226,3.71
MOTOR_C,2026-02-24 16:43:42,70.57,1.214,4.25
COMPRESSOR_D,2026-02-24 16:43:42,63.19,2.021,3.71
PUMP_A,2026-02-24 16:43:44,89.77,4.794,2.04
PUMP_B,2026-02-24 16:43:44,65.61,1.034,4.79
MOTOR_C,2026-02-24 16:43:44,72.15,1.979,4.12
COMPRESSOR_D,2026-02-24 16:43:44,73.93,2.193,4.45
PUMP_A,2026-02-24 16:43:46,84.56,3.352,2.22
PUMP_B,2026-02-24 16:43:46,71.63,2.151,3.73
MOTOR_C,2026-02-24 16:43:46,62.46,1.867,3.89
COMPRESSOR_D,2026-02-24 16:43:46,72.9,1.629,4.77
PUMP_A,2026-02-24 16:43:48,87.08,4.48,2.61
PUMP_B,2026-02-24 16:43:48,68.11,2.101,3.92
MOTOR_C,2026-02-24 16:43:48,72.48,1.167,3.88
COMPRESSOR_D,2026-02-24 16:43:48,69.41,1.413,4.39
PUMP_A,2026-02-24 16:43:50,83.9,3.669,2.98
PUMP_B,2026-02-24 16:43:50,69.96,2.369,3.88
MOTOR_C,2026-02-24 16:43:50,73.55,1.102,4.05
COMPRESSOR_D,2026-02-24 16:43:50,66.87,1.172,4.44
PUMP_A,2026-02-24 16:43:52,84.71,4.146,2.81
PUMP_B,2026-02-24 16:43:52,62.81,2.105,4.72
MOTOR_C,2026-02-24 16:43:52,63.48,1.931,4.51
COMPRESSOR_D,2026-02-24 16:43:52,62.45,1.852,3.84
PUMP_A,2026-02-24 16:43:54,82.16,3.867,2.85
PUMP_B,2026-02-24 16:43:54,69.9,1.414,3.9
MOTOR_C,2026-02-24 16:43:54,69.43,2.336,4.18
COMPRESSOR_D,2026-02-24 16:43:54,71.13,2.36,3.62
PUMP_A,2026-02-24 16:43:56,94.35,3.672,2.09
PUMP_B,2026-02-24 16:43:56,70.55,2.048,4.49
MOTOR_C,2026-02-24 16:43:56,71.85,2.392,3.62
COMPRESSOR_D,2026-02-24 16:43:56,67.44,1.758,4.46
PUMP_A,2026-02-24 16:43:58,93.45,3.781,2.62
PUMP_B,2026-02-24 16:43:58,65.4,2.079,4.48
MOTOR_C,2026-02-24 16:43:58,73.59,1.878,3.83
COMPRESSOR_D,2026-02-24 16:43:58,62.46,1.349,3.66
PUMP_A,2026-02-24 16:44:00,91.26,4.502,2.48
PUMP_B,2026-02-24 16:44:00,64.39,1.409,4.69
MOTOR_C,2026-02-24 16:44:00,64.75,1.21,4.48
COMPRESSOR_D,2026-02-24 16:44:00,64.08,1.692,4.63
PUMP_A,2026-02-24 16:44:02,93.95,4.733,2.86
PUMP_B,2026-02-24 16:44:02,72.7,1.59,4.4
MOTOR_C,2026-02-24 16:44:02,68.39,1.108,4.31
COMPRESSOR_D,2026-02-24 16:44:02,68.92,1.007,4.59
PUMP_A,2026-02-24 16:44:04,85.83,4.348,2.34
PUMP_B,2026-02-24 16:44:04,70.61,1.06,4.44
MOTOR_C,2026-02-24 16:44:04,70.44,2.089,4.43
COMPRESSOR_D,2026-02-24 16:44:04,71.79,1.314,3.73
PUMP_A,2026-02-24 16:44:06,88.96,3.566,2.8
PUMP_B,2026-02-24 16:44:06,63.88,2.284,4.47
MOTOR_C,2026-02-24 16:44:06,67.16,1.134,3.94
COMPRESSOR_D,2026-02-24 16:44:06,67.86,1.103,4.03
PUMP_A,2026-02-24 16:44:08,88.3,3.9,2.0
PUMP_B,2026-02-24 16:44:08,72.92,1.117,4.0
MOTOR_C,2026-02-24 16:44:08,67.33,1.162,4.52
COMPRESSOR_D,2026-02-24 16:44:08,68.54,2.151,4.07
PUMP_A,2026-02-24 16:44:10,89.22,3.496,2.23
PUMP_B,2026-02-24 16:44:10,66.33,1.854,4.34
MOTOR_C,2026-02-24 16:44:10,73.65,1.79,4.61
COMPRESSOR_D,2026-02-24 16:44:10,65.46,1.222,4.74
PUMP_A,2026-02-24 16:44:12,94.48,4.576,2.6
PUMP_B,2026-02-24 16:44:12,65.95,2.209,3.98
MOTOR_C,2026-02-24 16:44:12,66.99,2.054,4.19
COMPRESSOR_D,2026-02-24 16:44:12,64.19,2.03,4.41
PUMP_A,2026-02-24 16:44:14,87.19,4.272,2.97
PUMP_B,2026-02-24 16:44:14,63.47,2.14,4.5
MOTOR_C,2026-02-24 16:44:14,72.95,1.611,4.01
COMPRESSOR_D,2026-02-24 16:44:14,64.99,2.32,4.67
PUMP_A,2026-02-24 16:44:16,93.52,3.892,2.12
PUMP_B,2026-02-24 16:44:16,63.33,1.527,4.41
MOTOR_C,2026-02-24 16:44:16,65.14,1.296,3.64
COMPRESSOR_D,2026-02-24 16:44:16,69.68,1.152,4.66
PUMP_A,2026-02-24 16:44:18,90.68,4.373,2.4
PUMP_B,2026-02-24 16:44:18,71.59,1.036,4.21
MOTOR_C,2026-02-24 16:44:18,70.6,2.204,4.58
COMPRESSOR_D,2026-02-24 16:44:18,69.79,2.256,4.69
PUMP_A,2026-02-24 16:44:20,93.14,4.338,2.81
PUMP_B,2026-02-24 16:44:20,71.97,1.792,4.68
MOTOR_C,2026-02-24 16:44:20,70.08,1.128,3.8
COMPRESSOR_D,2026-02-24 16:44:20,67.78,2.194,4.3
PUMP_A,2026-02-24 16:44:22,92.52,3.669,2.19
PUMP_B,2026-02-24 16:44:22,65.19,1.165,4.09
MOTOR_C,2026-02-24 16:44:22,64.06,2.26,4.28
COMPRESSOR_D,2026-02-24 16:44:22,71.73,2.266,4.78
PUMP_A,2026-02-24 16:44:24,91.23,3.21,2.78
PUMP_B,2026-02-24 16:44:24,68.49,1.031,4.77
MOTOR_C,2026-02-24 16:44:24,70.18,1.295,4.36
COMPRESSOR_D,2026-02-24 16:44:24,69.96,1.223,4.0
PUMP_A,2026-02-24 16:44:26,89.61,4.358,2.82
PUMP_B,2026-02-24 16:44:26,65.01,1.698,3.98
MOTOR_C,2026-02-24 16:44:26,63.4,1.904,3.67
COMPRESSOR_D,2026-02-24 16:44:26,68.31,1.416,4.06
PUMP_A,2026-02-24 16:44:28,86.22,3.862,2.02
PUMP_B,2026-02-24 16:44:28,63.72,1.592,4.53
MOTOR_C,2026-02-24 16:44:28,72.94,1.117,4.28
COMPRESSOR_D,2026-02-24 16:44:28,73.09,1.643,3.76
PUMP_A,2026-02-24 16:44:30,84.0,4.028,2.87
PUMP_B,2026-02-24 16:44:30,62.48,1.483,4.8
MOTOR_C,2026-02-24 16:44:30,69.68,1.521,3.91
COMPRESSOR_D,2026-02-24 16:44:30,73.16,2.227,3.68
PUMP_A,2026-02-24 16:44:32,82.42,4.204,2.65
PUMP_B,2026-02-24 16:44:32,69.92,1.644,3.97
MOTOR_C,2026-02-24 16:44:32,72.55,1.537,3.74
COMPRESSOR_D,2026-02-24 16:44:32,71.56,1.434,3.64
PUMP_A,2026-02-24 16:44:34,93.33,3.532,2.33
PUMP_B,2026-02-24 16:44:34,64.71,2.182,3.73
MOTOR_C,2026-02-24 16:44:34,65.62,1.229,4.75
COMPRESSOR_D,2026-02-24 16:44:34,67.9,1.759,4.49
PUMP_A,2026-02-24 16:44:36,88.39,3.585,2.37
PUMP_B,2026-02-24 16:44:36,63.83,2.328,4.17
MOTOR_C,2026-02-24 16:44:36,63.16,1.896,4.49
COMPRESSOR_D,2026-02-24 16:44:36,71.66,1.438,4.51
PUMP_A,2026-02-24 16:44:38,94.64,3.405,2.83
PUMP_B,2026-02-24 16:44:38,66.71,1.327,4.26
MOTOR_C,2026-02-24 16:44:38,73.72,1.06,4.18
COMPRESSOR_D,2026-02-24 16:44:38,68.13,1.529,4.07
PUMP_A,2026-02-24 16:44:40,93.35,3.379,2.3
PUMP_B,2026-02-24 16:44:40,68.64,1.49,3.7
MOTOR_C,2026-02-24 16:44:40,71.91,2.128,4.34
COMPRESSOR_D,2026-02-24 16:44:40,65.97,1.468,4.03
PUMP_A,2026-02-24 16:44:42,91.69,3.867,2.57
PUMP_B,2026-02-24 16:44:42,72.01,2.181,4.0
MOTOR_C,2026-02-24 16:44:42,70.7,2.191,4.53
COMPRESSOR_D,2026-02-24 16:44:42,64.36,2.131,3.96
PUMP_A,2026-02-24 16:44:44,91.65,3.485,2.35
PUMP_B,2026-02-24 16:44:44,71.05,1.539,4.32
MOTOR_C,2026-02-24 16:44:44,64.76,1.757,3.8
COMPRESSOR_D,2026-02-24 16:44:44,69.52,1.489,3.99
PUMP_A,2026-02-24 16:44:46,85.82,3.859,2.57
PUMP_B,2026-02-24 16:44:46,67.33,1.094,3.76
MOTOR_C,2026-02-24 16:44:46,62.95,1.071,4.29
COMPRESSOR_D,2026-02-24 16:44:46,70.17,1.912,4.51
PUMP_A,2026-02-24 16:44:48,93.99,3.914,2.02
PUMP_B,2026-02-24 16:44:48,66.85,1.436,4.58
MOTOR_C,2026-02-24 16:44:48,64.76,1.161,4.75
COMPRESSOR_D,2026-02-24 16:44:48,66.89,1.979,4.25
PUMP_A,2026-02-24 16:44:50,91.45,3.271,2.39
PUMP_B,2026-02-24 16:44:50,66.56,2.08,4.73
MOTOR_C,2026-02-24 16:44:50,66.42,1.348,4.02
COMPRESSOR_D,2026-02-24 16:44:50,68.74,1.313,3.73
PUMP_A,2026-02-24 16:44:52,87.66,3.382,2.62
PUMP_B,2026-02-24 16:44:52,63.89,1.352,4.61
MOTOR_C,2026-02-24 16:44:52,65.25,2.027,4.04
COMPRESSOR_D,2026-02-24 16:44:52,68.44,2.378,4.13
PUMP_A,2026-02-24 16:44:54,90.57,4.046,2.11
PUMP_B,2026-02-24 16:44:54,73.77,1.15,4.38
MOTOR_C,2026-02-24 16:44:54,71.0,1.636,4.01
COMPRESSOR_D,2026-02-24 16:44:54,68.19,2.04,3.95
PUMP_A,2026-02-24 16:44:56,83.21,3.541,2.18
PUMP_B,2026-02-24 16:44:56,71.28,1.903,3.94
MOTOR_C,2026-02-24 16:44:56,69.77,1.866,3.87
COMPRESSOR_D,2026-02-24 16:44:56,67.98,1.699,4.73
PUMP_A,2026-02-24 16:44:58,84.83,3.64,2.51
PUMP_B,2026-02-24 16:44:58,67.38,1.81,4.71
MOTOR_C,2026-02-24 16:44:58,69.68,1.645,3.84
COMPRESSOR_D,2026-02-24 16:44:58,69.25,2.357,4.53
PUMP_A,2026-02-24 16:45:00,84.34,4.087,2.35
PUMP_B,2026-02-24 16:45:00,67.15,1.818,4.06
MOTOR_C,2026-02-24 16:45:00,66.24,2.185,3.97
COMPRESSOR_D,2026-02-24 16:45:00,72.56,1.23,4.2
PUMP_A,2026-02-24 16:45:02,93.33,4.548,2.66
